Epoch,Train Accuracy,Test Accuracy
1,0.880716072133737,0.8564809939981046
2,0.8873765960247466,0.8645888175213226
3,0.8899828879820982,0.8673265241655259
4,0.8919046992233777,0.8684847846688428
5,0.8928524417533237,0.8692218595345899
6,0.8935895748321706,0.8704854164472992
7,0.8940107937343689,0.8709066020848689
8,0.8945109911807292,0.8712224913130462
9,0.894826905357378,0.8710118984942613
10,0.8952744504409635,0.8711171949036538
