Epoch,Train Accuracy,Test Accuracy
1,0.9324226655102631,0.9025729979762938
2,0.9396501879155825,0.9118242266551027
3,0.9418184446371783,0.9147152356172304
4,0.9437698756866146,0.9170280427869326
5,0.944998554495519,0.9187626481642093
6,0.9454322058398381,0.9196299508528476
7,0.9457213067360509,0.9204972535414859
8,0.9460826828563168,0.9213645562301244
9,0.9462995085284764,0.9219427580225499
10,0.946516334200636,0.9222318589187627
