loss,accuracy,val_loss,val_accuracy
0.42828330397605896,0.7846042513847351,0.21731653809547424,0.9165462255477905
0.11390801519155502,0.9634983539581299,0.11220672726631165,0.9649566411972046
0.04365365952253342,0.9863570928573608,0.11722815781831741,0.9660404920578003
0.02402273751795292,0.9916877746582031,0.1278407871723175,0.972904622554779
0.02080177143216133,0.9924105405807495,0.11142266541719437,0.9707369804382324
0.010952707380056381,0.9962956309318542,0.12397103756666183,0.9725433588027954
0.009499958716332912,0.9967473745346069,0.13117453455924988,0.974711000919342
0.012764370068907738,0.9961149096488953,0.11738710105419159,0.9714595079421997
0.014922808855772018,0.9951210618019104,0.12096726149320602,0.9743497371673584
0.007028151769191027,0.9971991181373596,0.11152727156877518,0.975794792175293
